Longitude,Latitude,PGA (g) - %2,PGA (g) - %10,PGA (g) - %50,PGA (g) - %68,SS (g) - %2,SS (g) - %10,SS (g) - %50,SS (g) - %68,S1 (g) - %2,S1 (g) - %10,S1 (g) - %50,S1 (g) - %68
42.05,42.35,0.422,0.221,0.072,0.046,1.059,0.525,0.163,0.106,0.289,0.145,0.048,0.032
42.15,36.25,0.26,0.129,0.042,0.027,0.591,0.285,0.094,0.062,0.143,0.072,0.027,0.019
42.15,36.35,0.325,0.159,0.05,0.032,0.75,0.352,0.113,0.075,0.16,0.079,0.03,0.021
42.15,36.45,0.363,0.179,0.057,0.037,0.841,0.4,0.129,0.085,0.173,0.085,0.032,0.023
42.15,36.55,0.371,0.186,0.061,0.04,0.862,0.416,0.139,0.092,0.18,0.089,0.034,0.024
42.15,36.65,0.379,0.191,0.064,0.042,0.881,0.427,0.147,0.098,0.186,0.092,0.036,0.026
42.15,36.75,0.386,0.196,0.067,0.044,0.897,0.437,0.152,0.104,0.191,0.096,0.038,0.027
42.15,36.85,0.392,0.2,0.069,0.046,0.912,0.447,0.157,0.107,0.196,0.099,0.039,0.028
42.15,36.95,0.398,0.204,0.072,0.048,0.928,0.458,0.163,0.111,0.203,0.103,0.041,0.029
42.15,37.05,0.405,0.21,0.076,0.05,0.95,0.473,0.17,0.116,0.211,0.108,0.043,0.031
42.15,37.15,0.413,0.217,0.079,0.053,0.976,0.493,0.179,0.122,0.222,0.114,0.045,0.032
42.15,37.25,0.44,0.234,0.083,0.055,1.062,0.538,0.189,0.128,0.247,0.125,0.048,0.034
42.15,37.35,0.57,0.278,0.087,0.057,1.387,0.638,0.2,0.133,0.325,0.147,0.051,0.036
42.15,37.45,0.728,0.317,0.09,0.059,1.766,0.732,0.206,0.137,0.406,0.167,0.054,0.038
42.15,37.55,0.615,0.295,0.093,0.061,1.518,0.682,0.213,0.144,0.34,0.158,0.056,0.04
42.15,37.65,0.508,0.268,0.096,0.064,1.239,0.621,0.219,0.151,0.291,0.15,0.058,0.042
42.15,37.75,0.505,0.269,0.1,0.067,1.226,0.624,0.227,0.157,0.292,0.153,0.061,0.044
42.15,37.85,0.551,0.29,0.105,0.071,1.341,0.672,0.237,0.163,0.316,0.163,0.064,0.045
42.15,37.95,0.631,0.314,0.107,0.073,1.551,0.733,0.244,0.167,0.361,0.176,0.066,0.047
42.15,38.05,0.586,0.3,0.107,0.074,1.44,0.701,0.243,0.169,0.331,0.171,0.068,0.049
42.15,38.15,0.502,0.272,0.105,0.074,1.236,0.637,0.239,0.169,0.302,0.165,0.07,0.051
42.15,38.25,0.487,0.261,0.104,0.074,1.191,0.613,0.237,0.17,0.301,0.165,0.072,0.053
42.15,38.35,0.489,0.259,0.105,0.076,1.19,0.609,0.239,0.173,0.306,0.168,0.074,0.054
42.15,38.45,0.493,0.261,0.108,0.078,1.202,0.618,0.247,0.179,0.315,0.174,0.077,0.056
42.15,38.55,0.517,0.279,0.114,0.082,1.269,0.661,0.266,0.193,0.337,0.187,0.08,0.058
42.15,38.65,0.607,0.325,0.128,0.091,1.512,0.782,0.301,0.214,0.395,0.214,0.087,0.061
42.15,38.75,0.773,0.417,0.159,0.108,1.926,1.005,0.373,0.252,0.486,0.257,0.099,0.067
42.15,38.85,1.092,0.598,0.211,0.131,2.67,1.431,0.489,0.305,0.691,0.344,0.115,0.074
42.15,38.95,1.092,0.621,0.232,0.143,2.692,1.514,0.559,0.33,0.722,0.37,0.125,0.077
42.15,39.05,1.113,0.639,0.242,0.147,2.748,1.558,0.579,0.339,0.75,0.39,0.132,0.079
42.15,39.15,1.139,0.657,0.244,0.146,2.829,1.596,0.581,0.339,0.765,0.399,0.133,0.079
42.15,39.25,1.058,0.595,0.221,0.138,2.577,1.424,0.522,0.321,0.693,0.351,0.122,0.077
42.15,39.35,0.657,0.384,0.165,0.115,1.646,0.928,0.397,0.275,0.469,0.257,0.105,0.071
42.15,39.45,0.614,0.339,0.146,0.105,1.521,0.815,0.336,0.242,0.431,0.233,0.096,0.067
42.15,39.55,0.725,0.366,0.141,0.101,1.757,0.867,0.325,0.232,0.479,0.239,0.093,0.065
42.15,39.65,0.688,0.375,0.142,0.1,1.706,0.891,0.327,0.229,0.457,0.237,0.091,0.063
42.15,39.75,0.758,0.399,0.142,0.098,1.855,0.939,0.325,0.225,0.484,0.242,0.089,0.062
42.15,39.85,0.608,0.333,0.13,0.091,1.499,0.794,0.301,0.213,0.396,0.211,0.084,0.06
42.15,39.95,0.521,0.291,0.119,0.085,1.269,0.685,0.277,0.198,0.347,0.191,0.08,0.058
42.15,40.05,0.558,0.304,0.118,0.084,1.354,0.715,0.274,0.194,0.355,0.192,0.079,0.057
42.15,40.15,0.733,0.382,0.126,0.086,1.783,0.888,0.291,0.2,0.436,0.218,0.08,0.057
42.15,40.25,0.943,0.464,0.134,0.089,2.28,1.08,0.305,0.206,0.57,0.255,0.082,0.057
42.15,40.35,0.748,0.399,0.132,0.089,1.828,0.93,0.302,0.205,0.445,0.222,0.079,0.056
42.15,40.45,0.608,0.331,0.122,0.084,1.493,0.783,0.281,0.194,0.366,0.19,0.075,0.054
42.15,40.55,0.554,0.296,0.113,0.079,1.334,0.688,0.256,0.181,0.328,0.17,0.07,0.052
42.15,40.65,0.534,0.278,0.106,0.075,1.278,0.644,0.239,0.169,0.311,0.159,0.066,0.049
42.15,40.75,0.517,0.264,0.099,0.07,1.234,0.612,0.224,0.159,0.297,0.151,0.063,0.047
42.15,40.85,0.495,0.249,0.092,0.065,1.18,0.578,0.21,0.15,0.283,0.143,0.059,0.044
42.15,40.95,0.456,0.231,0.085,0.06,1.09,0.533,0.195,0.139,0.264,0.135,0.056,0.042
42.15,41.05,0.418,0.212,0.079,0.056,0.993,0.488,0.179,0.127,0.247,0.127,0.053,0.04
42.15,41.15,0.399,0.2,0.074,0.053,0.941,0.459,0.167,0.119,0.237,0.123,0.051,0.038
42.15,41.25,0.382,0.19,0.07,0.05,0.899,0.436,0.158,0.112,0.23,0.12,0.05,0.038
42.15,41.35,0.373,0.184,0.067,0.047,0.88,0.424,0.152,0.108,0.229,0.119,0.049,0.037
42.15,41.45,0.37,0.181,0.065,0.046,0.877,0.417,0.148,0.105,0.232,0.119,0.048,0.036
42.15,41.55,0.384,0.181,0.063,0.044,0.912,0.419,0.145,0.103,0.244,0.122,0.048,0.035
42.15,41.65,0.446,0.193,0.065,0.045,1.058,0.446,0.148,0.103,0.278,0.13,0.049,0.035
42.15,41.75,0.417,0.2,0.068,0.046,1.001,0.462,0.155,0.106,0.273,0.133,0.05,0.036
42.15,41.85,0.411,0.212,0.074,0.049,1.005,0.496,0.166,0.111,0.281,0.141,0.051,0.036
42.15,41.95,0.503,0.258,0.081,0.052,1.255,0.612,0.184,0.117,0.338,0.164,0.054,0.037
42.15,42.05,0.818,0.398,0.089,0.054,2.062,0.94,0.204,0.122,0.529,0.23,0.057,0.037
42.15,42.15,1.197,0.557,0.092,0.055,3.046,1.303,0.209,0.123,0.739,0.301,0.057,0.037
42.15,42.25,0.793,0.375,0.085,0.052,2.018,0.897,0.193,0.118,0.473,0.212,0.054,0.035
42.15,42.35,0.441,0.232,0.076,0.048,1.113,0.555,0.17,0.111,0.301,0.151,0.05,0.033
42.25,36.25,0.305,0.149,0.047,0.03,0.698,0.328,0.106,0.07,0.154,0.077,0.029,0.021
42.25,36.35,0.358,0.175,0.055,0.035,0.828,0.391,0.124,0.082,0.17,0.083,0.032,0.022
42.25,36.45,0.38,0.19,0.061,0.04,0.883,0.424,0.14,0.092,0.181,0.089,0.034,0.024
42.25,36.55,0.39,0.197,0.065,0.042,0.908,0.44,0.149,0.1,0.188,0.093,0.036,0.026
42.25,36.65,0.399,0.203,0.069,0.045,0.928,0.453,0.156,0.106,0.194,0.097,0.038,0.027
42.25,36.75,0.405,0.207,0.072,0.047,0.945,0.463,0.162,0.11,0.2,0.1,0.039,0.028
42.25,36.85,0.409,0.21,0.075,0.049,0.957,0.472,0.168,0.114,0.205,0.104,0.041,0.029
42.25,36.95,0.414,0.214,0.077,0.052,0.97,0.483,0.174,0.119,0.211,0.108,0.042,0.03
42.25,37.05,0.419,0.219,0.08,0.054,0.986,0.496,0.181,0.124,0.219,0.112,0.044,0.032
42.25,37.15,0.427,0.227,0.083,0.056,1.015,0.518,0.191,0.131,0.231,0.119,0.047,0.033
42.25,37.25,0.46,0.246,0.088,0.059,1.115,0.57,0.204,0.138,0.26,0.132,0.05,0.035
42.25,37.35,0.622,0.303,0.095,0.061,1.534,0.7,0.215,0.145,0.36,0.159,0.053,0.038
42.25,37.45,0.813,0.357,0.098,0.063,1.988,0.825,0.222,0.148,0.451,0.184,0.056,0.039
42.25,37.55,0.666,0.321,0.102,0.066,1.648,0.751,0.23,0.154,0.366,0.169,0.058,0.041
42.25,37.65,0.52,0.282,0.104,0.069,1.275,0.654,0.234,0.16,0.299,0.156,0.06,0.042
42.25,37.75,0.535,0.287,0.107,0.072,1.304,0.666,0.242,0.166,0.31,0.161,0.063,0.044
42.25,37.85,0.6,0.318,0.111,0.075,1.49,0.748,0.253,0.172,0.345,0.176,0.066,0.046
42.25,37.95,0.772,0.361,0.113,0.076,1.878,0.845,0.259,0.175,0.427,0.195,0.068,0.048
42.25,38.05,0.685,0.336,0.112,0.076,1.695,0.794,0.257,0.176,0.374,0.185,0.069,0.049
42.25,38.15,0.546,0.29,0.109,0.076,1.346,0.682,0.249,0.174,0.316,0.169,0.07,0.051
42.25,38.25,0.499,0.266,0.106,0.075,1.218,0.625,0.241,0.172,0.303,0.165,0.071,0.053
42.25,38.35,0.494,0.259,0.105,0.076,1.2,0.611,0.24,0.173,0.305,0.167,0.074,0.054
42.25,38.45,0.497,0.26,0.107,0.078,1.207,0.615,0.245,0.178,0.313,0.172,0.076,0.055
42.25,38.55,0.513,0.275,0.113,0.082,1.256,0.651,0.263,0.192,0.332,0.183,0.079,0.057
42.25,38.65,0.575,0.311,0.127,0.091,1.418,0.747,0.299,0.214,0.378,0.207,0.085,0.06
42.25,38.75,0.687,0.395,0.159,0.11,1.731,0.95,0.376,0.257,0.453,0.245,0.097,0.066
42.25,38.85,1.06,0.589,0.213,0.133,2.594,1.409,0.497,0.31,0.679,0.336,0.114,0.074
42.25,38.95,1.07,0.609,0.229,0.142,2.638,1.477,0.548,0.328,0.706,0.359,0.122,0.077
42.25,39.05,1.075,0.612,0.232,0.145,2.644,1.487,0.56,0.334,0.716,0.366,0.125,0.078
42.25,39.15,1.066,0.603,0.228,0.143,2.613,1.457,0.546,0.331,0.71,0.36,0.123,0.078
42.25,39.25,0.984,0.544,0.207,0.134,2.385,1.287,0.478,0.311,0.635,0.318,0.114,0.075
42.25,39.35,0.617,0.358,0.157,0.112,1.542,0.865,0.37,0.264,0.435,0.24,0.1,0.069
42.25,39.45,0.616,0.331,0.139,0.102,1.515,0.792,0.322,0.233,0.419,0.224,0.092,0.065
42.25,39.55,0.663,0.344,0.135,0.097,1.62,0.817,0.312,0.224,0.434,0.225,0.089,0.063
42.25,39.65,0.637,0.352,0.136,0.096,1.586,0.84,0.315,0.222,0.424,0.224,0.088,0.062
42.25,39.75,0.769,0.398,0.137,0.094,1.876,0.933,0.315,0.218,0.483,0.238,0.087,0.06
42.25,39.85,0.623,0.334,0.126,0.088,1.534,0.795,0.293,0.206,0.397,0.208,0.082,0.058
42.25,39.95,0.504,0.277,0.112,0.08,1.224,0.651,0.258,0.185,0.335,0.183,0.078,0.056
42.25,40.05,0.491,0.271,0.109,0.078,1.193,0.636,0.249,0.177,0.324,0.178,0.076,0.055
42.25,40.15,0.575,0.31,0.115,0.08,1.399,0.73,0.263,0.183,0.356,0.189,0.077,0.055
42.25,40.25,0.75,0.394,0.127,0.085,1.825,0.914,0.291,0.196,0.445,0.22,0.079,0.056
42.25,40.35,0.827,0.427,0.132,0.087,2.019,0.998,0.301,0.202,0.493,0.235,0.079,0.056
42.25,40.45,0.723,0.378,0.125,0.085,1.757,0.879,0.288,0.196,0.424,0.209,0.076,0.054
42.25,40.55,0.592,0.317,0.116,0.081,1.441,0.743,0.266,0.185,0.351,0.18,0.071,0.053
42.25,40.65,0.544,0.288,0.109,0.077,1.307,0.667,0.247,0.174,0.319,0.164,0.067,0.05
42.25,40.75,0.53,0.274,0.104,0.073,1.268,0.634,0.233,0.165,0.306,0.155,0.063,0.047
42.25,40.85,0.519,0.263,0.097,0.068,1.238,0.609,0.22,0.156,0.297,0.148,0.061,0.045
42.25,40.95,0.5,0.251,0.091,0.064,1.191,0.58,0.208,0.147,0.284,0.142,0.057,0.042
42.25,41.05,0.463,0.231,0.084,0.059,1.106,0.535,0.191,0.135,0.267,0.134,0.055,0.041
42.25,41.15,0.422,0.212,0.078,0.055,1.002,0.488,0.175,0.124,0.248,0.127,0.053,0.039
42.25,41.25,0.392,0.197,0.073,0.052,0.925,0.452,0.164,0.116,0.237,0.123,0.051,0.038
42.25,41.35,0.375,0.187,0.069,0.049,0.885,0.43,0.156,0.111,0.231,0.121,0.05,0.038
42.25,41.45,0.358,0.178,0.065,0.046,0.849,0.412,0.15,0.107,0.229,0.12,0.049,0.037
42.25,41.55,0.366,0.178,0.064,0.045,0.871,0.412,0.147,0.105,0.238,0.122,0.049,0.036
42.25,41.65,0.43,0.192,0.066,0.046,1.022,0.443,0.15,0.105,0.271,0.13,0.049,0.036
42.25,41.75,0.432,0.201,0.069,0.047,1.035,0.467,0.157,0.108,0.282,0.136,0.051,0.037
42.25,41.85,0.411,0.213,0.075,0.05,1.005,0.499,0.169,0.114,0.284,0.143,0.053,0.037
42.25,41.95,0.503,0.258,0.082,0.053,1.255,0.613,0.188,0.12,0.342,0.165,0.055,0.038
42.25,42.05,0.802,0.386,0.092,0.056,2.01,0.914,0.209,0.127,0.521,0.227,0.058,0.038
42.25,42.15,1.152,0.52,0.096,0.057,2.915,1.226,0.216,0.129,0.71,0.289,0.059,0.038
42.25,42.25,0.791,0.371,0.088,0.055,2.009,0.888,0.202,0.124,0.477,0.213,0.056,0.036
42.25,42.35,0.454,0.239,0.079,0.051,1.145,0.572,0.178,0.115,0.311,0.155,0.052,0.034
42.35,36.25,0.347,0.168,0.053,0.033,0.801,0.374,0.117,0.077,0.165,0.081,0.031,0.022
42.35,36.35,0.375,0.186,0.059,0.038,0.871,0.416,0.134,0.088,0.178,0.087,0.033,0.024
42.35,36.45,0.39,0.196,0.064,0.042,0.906,0.439,0.147,0.098,0.187,0.092,0.036,0.026
42.35,36.55,0.399,0.204,0.068,0.045,0.93,0.454,0.156,0.105,0.194,0.096,0.038,0.027
42.35,36.65,0.407,0.209,0.072,0.047,0.95,0.467,0.163,0.111,0.2,0.1,0.039,0.028
42.35,36.75,0.413,0.213,0.075,0.05,0.968,0.478,0.169,0.115,0.206,0.104,0.041,0.029
42.35,36.85,0.419,0.217,0.078,0.052,0.982,0.488,0.176,0.12,0.211,0.107,0.042,0.03
42.35,36.95,0.423,0.221,0.08,0.054,0.996,0.5,0.183,0.125,0.218,0.111,0.044,0.031
42.35,37.05,0.429,0.226,0.083,0.056,1.015,0.515,0.191,0.132,0.227,0.117,0.046,0.033
42.35,37.15,0.44,0.236,0.088,0.059,1.052,0.543,0.203,0.139,0.242,0.125,0.049,0.035
42.35,37.25,0.48,0.259,0.093,0.062,1.17,0.599,0.213,0.146,0.276,0.139,0.052,0.037
42.35,37.35,0.66,0.318,0.1,0.064,1.623,0.741,0.226,0.151,0.387,0.168,0.055,0.039
42.35,37.45,0.82,0.367,0.104,0.067,2.012,0.851,0.234,0.156,0.455,0.19,0.058,0.04
42.35,37.55,0.672,0.329,0.107,0.07,1.665,0.774,0.242,0.162,0.371,0.174,0.06,0.042
42.35,37.65,0.525,0.288,0.108,0.073,1.291,0.672,0.246,0.168,0.304,0.159,0.061,0.043
42.35,37.75,0.532,0.295,0.111,0.075,1.31,0.689,0.254,0.174,0.312,0.165,0.064,0.045
42.35,37.85,0.678,0.35,0.117,0.078,1.687,0.826,0.269,0.18,0.395,0.191,0.068,0.047
42.35,37.95,0.816,0.398,0.12,0.079,2.028,0.93,0.275,0.183,0.446,0.209,0.07,0.049
42.35,38.05,0.694,0.351,0.117,0.079,1.735,0.832,0.27,0.183,0.379,0.19,0.071,0.05
42.35,38.15,0.555,0.298,0.112,0.078,1.369,0.704,0.259,0.181,0.319,0.171,0.071,0.051
42.35,38.25,0.511,0.272,0.108,0.076,1.247,0.64,0.247,0.176,0.306,0.165,0.071,0.052
42.35,38.35,0.502,0.262,0.106,0.076,1.218,0.618,0.242,0.174,0.305,0.166,0.073,0.054
42.35,38.45,0.502,0.261,0.107,0.077,1.217,0.616,0.244,0.178,0.311,0.17,0.075,0.055
42.35,38.55,0.509,0.27,0.112,0.081,1.24,0.639,0.259,0.189,0.326,0.179,0.078,0.057
42.35,38.65,0.539,0.297,0.125,0.09,1.325,0.71,0.294,0.212,0.357,0.197,0.083,0.06
42.35,38.75,0.654,0.375,0.156,0.109,1.639,0.903,0.365,0.254,0.438,0.235,0.094,0.065
42.35,38.85,1.007,0.561,0.208,0.131,2.458,1.333,0.481,0.306,0.646,0.317,0.11,0.072
42.35,38.95,1.079,0.607,0.224,0.14,2.652,1.465,0.532,0.324,0.701,0.353,0.118,0.075
42.35,39.05,1.07,0.605,0.227,0.142,2.634,1.464,0.541,0.328,0.702,0.356,0.12,0.076
42.35,39.15,1.036,0.579,0.218,0.139,2.531,1.384,0.511,0.322,0.681,0.338,0.117,0.076
42.35,39.25,0.784,0.44,0.181,0.124,1.941,1.066,0.427,0.295,0.528,0.275,0.106,0.072
42.35,39.35,0.581,0.331,0.148,0.107,1.439,0.801,0.342,0.248,0.407,0.224,0.094,0.066
42.35,39.45,0.596,0.316,0.132,0.097,1.456,0.754,0.308,0.224,0.4,0.213,0.088,0.063
42.35,39.55,0.589,0.32,0.129,0.093,1.448,0.762,0.301,0.217,0.391,0.21,0.086,0.061
42.35,39.65,0.645,0.353,0.132,0.093,1.601,0.839,0.307,0.216,0.418,0.22,0.085,0.06
42.35,39.75,0.858,0.421,0.133,0.091,2.086,0.983,0.307,0.212,0.534,0.246,0.085,0.059
42.35,39.85,0.611,0.327,0.121,0.085,1.502,0.777,0.282,0.197,0.383,0.201,0.08,0.057
42.35,39.95,0.488,0.265,0.107,0.077,1.182,0.622,0.244,0.174,0.321,0.175,0.075,0.054
42.35,40.05,0.464,0.249,0.102,0.073,1.117,0.586,0.23,0.165,0.304,0.167,0.073,0.053
42.35,40.15,0.491,0.268,0.105,0.075,1.189,0.626,0.238,0.168,0.314,0.171,0.073,0.053
42.35,40.25,0.576,0.312,0.114,0.079,1.404,0.734,0.259,0.179,0.353,0.186,0.074,0.054
42.35,40.35,0.687,0.366,0.122,0.083,1.682,0.855,0.281,0.189,0.409,0.206,0.076,0.054
42.35,40.45,0.864,0.413,0.123,0.083,2.078,0.949,0.282,0.19,0.515,0.224,0.075,0.054
42.35,40.55,0.666,0.345,0.118,0.081,1.622,0.807,0.27,0.185,0.391,0.191,0.072,0.052
42.35,40.65,0.555,0.295,0.111,0.078,1.335,0.685,0.252,0.177,0.327,0.167,0.067,0.05
42.35,40.75,0.535,0.279,0.106,0.075,1.281,0.646,0.238,0.168,0.312,0.158,0.064,0.048
42.35,40.85,0.527,0.27,0.101,0.071,1.259,0.626,0.228,0.161,0.304,0.152,0.061,0.045
42.35,40.95,0.517,0.261,0.095,0.066,1.234,0.605,0.216,0.153,0.296,0.146,0.058,0.043
42.35,41.05,0.499,0.248,0.088,0.062,1.188,0.575,0.203,0.144,0.284,0.14,0.056,0.042
42.35,41.15,0.47,0.232,0.082,0.058,1.12,0.536,0.187,0.132,0.269,0.134,0.054,0.04
42.35,41.25,0.426,0.212,0.077,0.054,1.013,0.488,0.173,0.122,0.252,0.128,0.053,0.039
42.35,41.35,0.39,0.196,0.072,0.051,0.922,0.45,0.162,0.115,0.238,0.124,0.052,0.039
42.35,41.45,0.36,0.182,0.068,0.048,0.855,0.42,0.154,0.11,0.232,0.122,0.051,0.038
42.35,41.55,0.36,0.178,0.066,0.047,0.859,0.414,0.151,0.107,0.238,0.123,0.05,0.037
42.35,41.65,0.411,0.19,0.067,0.047,0.977,0.441,0.153,0.108,0.263,0.13,0.051,0.037
42.35,41.75,0.442,0.203,0.071,0.048,1.057,0.47,0.16,0.11,0.289,0.138,0.052,0.038
42.35,41.85,0.415,0.214,0.076,0.051,1.014,0.503,0.172,0.116,0.288,0.145,0.054,0.038
42.35,41.95,0.492,0.255,0.084,0.054,1.229,0.607,0.191,0.123,0.34,0.166,0.056,0.039
42.35,42.05,0.723,0.351,0.093,0.057,1.817,0.842,0.212,0.131,0.478,0.214,0.059,0.039
42.35,42.15,1.044,0.456,0.098,0.059,2.597,1.091,0.222,0.135,0.656,0.262,0.06,0.039
42.35,42.25,0.789,0.363,0.092,0.057,1.996,0.871,0.209,0.13,0.485,0.213,0.057,0.038
42.35,42.35,0.466,0.246,0.081,0.053,1.174,0.586,0.185,0.12,0.32,0.159,0.053,0.036
42.35,42.45,0.373,0.204,0.075,0.049,0.91,0.474,0.168,0.113,0.266,0.138,0.05,0.034
42.45,36.25,0.368,0.181,0.057,0.036,0.853,0.405,0.128,0.084,0.174,0.085,0.032,0.023
42.45,36.35,0.384,0.193,0.062,0.04,0.892,0.431,0.143,0.094,0.184,0.09,0.035,0.025
42.45,36.45,0.395,0.201,0.067,0.043,0.919,0.448,0.153,0.103,0.192,0.095,0.037,0.027
42.45,36.55,0.404,0.207,0.071,0.046,0.942,0.463,0.161,0.109,0.198,0.099,0.039,0.028
42.45,36.65,0.412,0.212,0.075,0.049,0.963,0.476,0.168,0.114,0.205,0.103,0.04,0.029
42.45,36.75,0.419,0.217,0.077,0.052,0.982,0.488,0.175,0.12,0.21,0.106,0.042,0.03
42.45,36.85,0.425,0.221,0.08,0.054,0.999,0.5,0.182,0.125,0.216,0.11,0.043,0.031
42.45,36.95,0.43,0.226,0.083,0.056,1.015,0.512,0.19,0.131,0.223,0.114,0.045,0.032
42.45,37.05,0.437,0.232,0.086,0.058,1.036,0.53,0.2,0.138,0.233,0.12,0.047,0.034
42.45,37.15,0.45,0.243,0.091,0.061,1.08,0.561,0.21,0.146,0.25,0.129,0.05,0.036
42.45,37.25,0.493,0.268,0.097,0.064,1.206,0.62,0.221,0.151,0.289,0.146,0.054,0.038
42.45,37.35,0.671,0.323,0.103,0.067,1.648,0.755,0.233,0.156,0.399,0.173,0.056,0.039
42.45,37.45,0.743,0.35,0.108,0.07,1.826,0.819,0.244,0.162,0.416,0.184,0.059,0.041
42.45,37.55,0.619,0.317,0.11,0.073,1.54,0.747,0.25,0.168,0.349,0.17,0.061,0.042
42.45,37.65,0.524,0.29,0.111,0.075,1.286,0.676,0.253,0.173,0.305,0.161,0.062,0.044
42.45,37.75,0.546,0.301,0.114,0.077,1.345,0.708,0.262,0.179,0.32,0.168,0.065,0.045
42.45,37.85,0.757,0.37,0.12,0.08,1.862,0.872,0.278,0.186,0.441,0.201,0.069,0.048
42.45,37.95,0.816,0.404,0.124,0.081,2.041,0.951,0.286,0.189,0.447,0.212,0.071,0.049
42.45,38.05,0.662,0.348,0.12,0.081,1.673,0.831,0.279,0.189,0.371,0.189,0.071,0.05
42.45,38.15,0.551,0.3,0.114,0.079,1.361,0.71,0.265,0.185,0.32,0.171,0.071,0.051
42.45,38.25,0.519,0.277,0.109,0.077,1.267,0.651,0.251,0.178,0.308,0.166,0.071,0.052
42.45,38.35,0.51,0.266,0.106,0.076,1.236,0.626,0.243,0.175,0.306,0.165,0.072,0.053
42.45,38.45,0.507,0.263,0.106,0.077,1.228,0.619,0.244,0.177,0.31,0.168,0.074,0.054
42.45,38.55,0.507,0.267,0.11,0.08,1.232,0.63,0.254,0.186,0.322,0.176,0.077,0.056
42.45,38.65,0.535,0.291,0.121,0.088,1.307,0.69,0.286,0.208,0.352,0.192,0.081,0.058
42.45,38.75,0.638,0.357,0.149,0.105,1.59,0.859,0.344,0.242,0.43,0.225,0.09,0.063
42.45,38.85,0.961,0.525,0.194,0.125,2.334,1.244,0.448,0.294,0.609,0.297,0.105,0.07
42.45,38.95,1.043,0.587,0.216,0.135,2.565,1.408,0.505,0.314,0.67,0.335,0.113,0.073
42.45,39.05,1.098,0.614,0.222,0.138,2.7,1.479,0.522,0.32,0.706,0.353,0.116,0.075
42.45,39.15,1.005,0.561,0.209,0.134,2.458,1.332,0.485,0.312,0.651,0.321,0.111,0.074
42.45,39.25,0.688,0.392,0.165,0.116,1.714,0.941,0.393,0.278,0.468,0.248,0.1,0.069
42.45,39.35,0.552,0.31,0.138,0.102,1.356,0.746,0.319,0.233,0.381,0.211,0.089,0.064
42.45,39.45,0.541,0.296,0.125,0.092,1.322,0.702,0.295,0.216,0.363,0.2,0.084,0.061
42.45,39.55,0.562,0.309,0.125,0.09,1.379,0.734,0.292,0.211,0.369,0.202,0.083,0.06
42.45,39.65,0.702,0.375,0.13,0.09,1.732,0.882,0.301,0.21,0.435,0.223,0.084,0.059
42.45,39.75,0.865,0.429,0.129,0.087,2.112,0.999,0.297,0.204,0.521,0.243,0.082,0.058
42.45,39.85,0.575,0.308,0.114,0.08,1.405,0.725,0.262,0.184,0.359,0.19,0.077,0.055
42.45,39.95,0.466,0.249,0.101,0.073,1.125,0.587,0.229,0.164,0.305,0.167,0.072,0.053
42.45,40.05,0.443,0.234,0.094,0.068,1.058,0.549,0.216,0.156,0.289,0.16,0.069,0.051
42.45,40.15,0.455,0.241,0.096,0.068,1.093,0.566,0.219,0.156,0.291,0.16,0.069,0.051
42.45,40.25,0.485,0.264,0.102,0.072,1.175,0.616,0.231,0.163,0.305,0.165,0.069,0.051
42.45,40.35,0.559,0.299,0.11,0.076,1.35,0.697,0.248,0.172,0.335,0.175,0.071,0.052
42.45,40.45,0.66,0.341,0.115,0.079,1.607,0.799,0.263,0.18,0.387,0.19,0.072,0.052
42.45,40.55,0.66,0.337,0.115,0.079,1.603,0.789,0.263,0.181,0.388,0.187,0.07,0.051
42.45,40.65,0.555,0.295,0.111,0.078,1.335,0.686,0.251,0.176,0.327,0.167,0.067,0.05
42.45,40.75,0.539,0.284,0.107,0.076,1.293,0.658,0.243,0.171,0.317,0.16,0.065,0.048
42.45,40.85,0.533,0.277,0.104,0.073,1.277,0.642,0.234,0.164,0.311,0.156,0.062,0.046
42.45,40.95,0.523,0.267,0.098,0.069,1.25,0.619,0.223,0.157,0.303,0.15,0.06,0.044
42.45,41.05,0.511,0.257,0.092,0.064,1.218,0.595,0.211,0.149,0.293,0.145,0.057,0.042
42.45,41.15,0.497,0.246,0.087,0.06,1.183,0.57,0.199,0.139,0.284,0.14,0.056,0.041
42.45,41.25,0.47,0.231,0.081,0.057,1.121,0.535,0.185,0.129,0.271,0.135,0.055,0.041
42.45,41.35,0.431,0.214,0.076,0.054,1.024,0.491,0.172,0.121,0.254,0.13,0.054,0.04
42.45,41.45,0.386,0.194,0.072,0.051,0.917,0.448,0.162,0.115,0.241,0.126,0.053,0.039
42.45,41.55,0.369,0.185,0.069,0.049,0.882,0.428,0.156,0.111,0.241,0.126,0.052,0.038
42.45,41.65,0.402,0.191,0.069,0.048,0.957,0.442,0.157,0.11,0.261,0.131,0.052,0.038
42.45,41.75,0.433,0.202,0.072,0.05,1.036,0.47,0.162,0.113,0.287,0.139,0.053,0.038
42.45,41.85,0.416,0.215,0.077,0.053,1.017,0.506,0.175,0.118,0.291,0.147,0.055,0.039
42.45,41.95,0.5,0.258,0.085,0.056,1.249,0.615,0.195,0.126,0.349,0.168,0.057,0.039
42.45,42.05,0.779,0.361,0.095,0.059,1.934,0.861,0.216,0.135,0.523,0.22,0.06,0.04
